Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
2004-03-17,05:00:00,0.5,868.75,11.0,1.6068282575436197,553.5,28.0,1459.5,40.0,1267.75,667.0,11.824999809265,58.025000572205,0.8026319321159456,5,False,False,False,False,False,True
2004-03-17,06:00:00,0.5,890.75,18.0,1.8956482143938895,576.25,46.0,1416.5,53.0,1289.25,733.0,11.900000095367,57.39999961853,0.7978457040872352,6,False,False,False,False,False,True
2004-03-17,07:00:00,1.6,1172.75,84.0,7.486888715241108,877.75,160.0,1038.0,84.0,1556.25,1051.75,9.9000000953674,65.199999809265,0.7956455570632858,7,False,False,False,False,False,True
2004-03-17,08:00:00,4.1,1587.25,260.0,21.358791467770352,1333.75,320.0,702.25,108.0,1998.75,1533.5,11.125,60.200000762939,0.7957756867981807,8,False,False,False,False,False,True
2004-03-17,09:00:00,6.6,1851.5,534.0,36.44841296784668,1695.75,377.0,552.75,127.0,2535.25,1931.0,14.124999761581,50.024998664856,0.8019804174284915,9,False,False,False,False,False,True
2004-03-17,10:00:00,4.3,1521.5,368.0,21.266624095947368,1331.25,280.0,702.5,134.0,2025.75,1733.75,17.699999809265,40.099999427795,0.8048291453438373,10,False,False,False,False,False,True
2004-03-17,11:00:00,2.9,1438.25,200.0,15.387978763390306,1160.75,221.0,818.5,135.0,1781.5,1595.0,21.10000038147,33.425000190735,0.8264862161367829,11,False,False,False,False,False,True
2004-03-17,12:00:00,2.5,1393.25,145.0,12.49907422494975,1066.75,210.0,905.0,142.0,1654.25,1489.75,24.300000190735,28.275000572205,0.8471276904737085,12,False,False,False,False,False,True
2004-03-17,13:00:00,2.8,1452.0,188.0,15.108309746474148,1152.0,204.0,860.5,153.0,1747.0,1507.5,25.575000286102,25.550000190735,0.8253948829277935,13,False,False,False,False,False,True
2004-03-17,14:00:00,2.6,1389.25,152.0,13.73529005407188,1108.0,161.0,886.5,123.0,1711.5,1334.0,25.85000038147,25.900000095367,0.8503393425785896,14,False,False,False,False,False,True
2004-03-17,15:00:00,2.0,1207.0,103.0,10.434474065314543,993.75,135.0,1013.0,104.0,1519.5,1044.75,26.824999809265,18.699999809265,0.6500177450710016,15,False,False,False,False,False,True
2004-03-17,16:00:00,2.9,1365.25,193.0,15.164068552106674,1153.75,186.0,939.5,129.0,1678.5,1221.25,29.275000095367,15.750000238419,0.6308904544623257,16,False,False,False,False,False,True
2004-03-17,17:00:00,2.5,1247.0,134.0,12.308823018501508,1060.25,147.0,1032.0,114.0,1524.75,1068.5,28.5,14.900000095367,0.5708019092283132,17,False,False,False,False,False,True
2004-03-17,18:00:00,5.0,1556.75,386.0,26.95102501389812,1477.75,299.0,793.0,158.0,1980.5,1568.5,25.85000038147,15.950000286102,0.5236645833000759,18,False,False,False,False,False,True
2004-03-17,19:00:00,7.6,1972.5,577.0,38.39324611075341,1737.25,411.0,616.75,194.0,2413.75,2305.5,23.125,26.5,0.7402606104103562,19,False,False,False,False,False,True
2004-03-17,20:00:00,6.7,1974.75,523.0,35.103631278136504,1666.5,347.0,596.75,182.0,2415.5,2358.5,20.52499961853,38.249999046326,0.9133141768209518,20,False,False,False,False,False,True
2004-03-17,21:00:00,5.7,1794.75,472.0,27.24713082655587,1485.0,336.0,652.5,180.0,2174.0,2050.0,19.050000190735,42.60000038147,0.9293877038696484,21,False,False,False,False,False,True
2004-03-17,22:00:00,2.8,1443.75,206.0,15.04469265761016,1150.0,202.0,769.5,136.0,1726.5,1726.5,17.150000095367,44.125000953674,0.855830709685321,22,False,False,False,False,False,True
2004-03-17,23:00:00,2.6,1488.0,216.0,15.71027436796261,1170.75,178.0,731.0,127.0,1777.5,1705.0,16.025000095367,50.924999237061,0.9205987579699731,23,False,False,False,False,False,True
2004-03-18,00:00:00,2.3,1371.25,159.0,12.972673346205386,1082.75,154.0,795.75,116.0,1668.75,1550.5,14.799999952316,53.924999237061,0.9023544874899323,0,False,False,False,True,False,False
2004-03-18,01:00:00,1.4,1160.75,70.0,8.123422119877722,904.25,92.0,946.75,107.0,1502.0,1240.25,14.274999856949,55.449999809265,0.8974730609108261,1,False,False,False,True,False,False
2004-03-18,02:00:00,1.0,1064.25,44.0,5.477599159348292,787.0,61.0,1056.75,88.0,1407.0,1115.0,14.75,52.074999809265,0.8686418772067029,2,False,False,False,True,False,False
2004-03-18,05:00:00,0.6,930.5,20.0,2.548044692762577,622.75,37.0,1293.25,57.0,1306.5,827.75,12.0,58.85000038147,0.8233024519061931,5,False,False,False,True,False,False
2004-03-18,06:00:00,0.7,938.0,26.0,2.971926292666244,650.25,68.0,1251.25,71.0,1332.5,893.0,10.949999809265,62.074999809265,0.8112765628062703,6,False,False,False,True,False,False
2004-03-18,07:00:00,1.5,1166.25,78.0,7.664791387485363,885.25,139.0,1005.25,85.0,1550.5,1075.0,10.575000047684,63.25,0.8066818457709178,7,False,False,False,True,False,False
2004-03-18,08:00:00,4.7,1643.0,319.0,23.256799559382376,1384.25,339.0,667.0,124.0,2093.75,1610.25,11.475000143051,60.025000572205,0.8116934242390748,8,False,False,False,True,False,False
2004-03-18,09:00:00,6.6,1934.0,506.0,35.790570713856724,1681.5,421.0,540.5,151.0,2468.25,2050.5,14.275000333786,50.575000762939,0.8185699237552145,9,False,False,False,True,False,False
2004-03-22,16:00:00,2.3,1075.5,451.0,11.553201624877465,1034.0,150.0,964.25,101.0,1544.25,812.5,21.324999809265,24.175000190735,0.6059722402809583,16,True,False,False,False,False,False
2004-03-22,17:00:00,2.6,1151.75,185.0,12.352616700065974,1061.75,138.0,928.0,103.0,1606.25,849.5,20.22500038147,28.5,0.6681783824059524,17,True,False,False,False,False,False
2004-03-22,18:00:00,3.8,1406.75,426.0,18.338412046262704,1249.25,213.0,720.0,129.0,1931.75,1275.75,16.974999904633,43.075000762939,0.8263987212238713,18,True,False,False,False,False,False
2004-03-22,19:00:00,4.4,1437.5,672.0,21.027784709338036,1324.75,232.0,677.5,143.0,1992.5,1400.75,15.599999904633,47.424999237061,0.8347152530947474,19,True,False,False,False,False,False
2004-03-22,20:00:00,4.5,1424.5,624.0,21.046116131019687,1325.25,238.0,678.0,146.0,1965.0,1355.75,15.275000095367,47.425000190735,0.8177834352481763,20,True,False,False,False,False,False
2004-03-22,21:00:00,3.3,1278.5,325.0,14.453859645603398,1131.25,180.0,775.25,124.0,1758.25,1243.0,14.524999856949,49.724999427795,0.8176931732751006,21,True,False,False,False,False,False
2004-03-22,22:00:00,2.0,1131.75,143.0,8.4189190812524,916.25,128.0,920.0,113.0,1560.5,1082.5,13.924999952316,52.0,0.8230932364528829,22,True,False,False,False,False,False
2004-03-22,23:00:00,1.1,1006.25,89.0,4.331267414137387,728.75,65.0,1141.75,80.0,1369.5,795.0,14.474999666214,49.449999809265,0.8105945717127214,23,True,False,False,False,False,False
2004-03-23,00:00:00,0.9,982.25,73.0,3.7993883716478276,699.5,53.0,1204.25,72.0,1358.75,735.0,13.799999952316,51.39999961853,0.8071384129292277,0,False,False,False,False,True,False
2004-03-23,01:00:00,0.8,968.5,48.0,2.744960463816399,635.75,47.0,1271.0,64.0,1309.25,684.0,14.000000238419,51.324999809265,0.8162997807682635,1,False,False,False,False,True,False
2004-03-23,02:00:00,0.7,940.5,47.0,2.5257266429937895,621.25,51.0,1298.25,70.0,1329.75,714.25,12.950000047684,56.774998664856,0.8443615182096388,2,False,False,False,False,True,False
2004-03-23,05:00:00,0.3,833.75,19.0,0.6324529344704092,458.75,13.0,1908.0,22.0,1211.5,361.25,8.8250002861023,80.450000762939,0.9147006711156319,5,False,False,False,False,True,False
2004-03-23,06:00:00,0.5,908.5,26.0,1.7693789354604086,566.5,33.0,1542.0,47.0,1286.5,417.75,9.5750000476837,75.375,0.900402824847413,6,False,False,False,False,True,False
2004-03-23,07:00:00,1.1,1061.0,60.0,4.629884529509057,744.5,103.0,1178.25,88.0,1428.5,616.25,9.7999999523163,74.999998092651,0.909254703700678,7,False,False,False,False,True,False
2004-03-23,08:00:00,3.0,1440.75,248.0,14.220357031168104,1123.75,224.0,851.0,130.0,1829.0,1088.5,10.0,74.224998474121,0.9117336187539158,8,False,False,False,False,True,False
2004-03-23,09:00:00,3.8,1498.25,535.0,21.018621552396723,1324.5,244.0,684.25,132.0,2095.0,1328.75,11.150000095367,69.724998474121,0.9231838171879531,9,False,False,False,False,True,False
2004-03-23,10:00:00,3.4,1342.75,340.0,16.182651999829726,1185.25,237.0,760.0,132.0,1856.5,1310.5,12.0,62.924999237061,0.8803110590017909,10,False,False,False,False,True,False
2004-03-23,11:00:00,3.0,1308.0,325.0,15.540714041369165,1165.5,220.0,791.75,131.0,1794.0,1236.0,12.775000333786,55.824999809265,0.8209580692971273,11,False,False,False,False,True,False
2004-03-23,12:00:00,2.7,1209.0,267.0,13.40834196852907,1097.25,207.0,836.5,129.0,1746.0,1147.25,13.125,54.75,0.823433468722959,12,False,False,False,False,True,False
2004-03-23,13:00:00,3.5,1310.25,325.0,16.88567737249463,1206.5,208.0,770.25,132.0,1846.75,1301.0,13.75,53.350001335144,0.8350917176674897,13,False,False,False,False,True,False
2004-03-23,14:00:00,2.8,1170.75,268.0,12.425753469349981,1064.25,160.0,880.5,110.0,1639.0,1096.5,16.025000095367,42.449999809265,0.7673916089486096,14,False,False,False,False,True,False
2004-03-23,15:00:00,1.9,1112.0,136.0,10.063476527638535,980.0,131.0,923.75,99.0,1588.5,900.25,14.099999904633,49.800000190735,0.7971041564397974,15,False,False,False,False,True,False
2004-03-23,16:00:00,2.0,1132.0,118.0,8.687448039881527,927.0,128.0,944.25,100.0,1570.25,780.5,11.974999904633,61.125000953674,0.8537496126514045,16,False,False,False,False,True,False
2004-03-23,17:00:00,3.0,1225.0,276.0,13.834795263224649,1111.25,176.0,817.75,122.0,1718.75,1013.25,13.599999904633,54.599999427795,0.8465137107145668,17,False,False,False,False,True,False
2004-03-23,18:00:00,1.9,1064.5,151.0,9.345221010408595,952.75,107.0,961.75,97.0,1513.75,789.75,13.650000095367,49.475001335144,0.7695091509871899,18,False,False,False,False,True,False
2004-03-23,19:00:00,2.7,1236.25,236.0,13.009989174919578,1084.0,131.0,853.5,112.0,1687.75,1059.0,11.674999952316,57.099999427795,0.7822086129070637,19,False,False,False,False,True,False
2004-03-23,20:00:00,3.3,1308.5,220.0,14.298011063375009,1126.25,166.0,812.0,128.0,1721.5,1204.75,11.474999904633,58.174999237061,0.7866766040131471,20,False,False,False,False,True,False
2004-03-23,21:00:00,1.7,1089.0,87.0,7.6350173007290705,884.0,89.0,1006.0,101.0,1486.5,974.5,12.600000143051,54.200000762939,0.7881456666289758,21,False,False,False,False,True,False
2004-03-23,22:00:00,1.3,999.66666666667,81.0,5.25237752206223,776.0,81.0,1141.3333333333,96.0,1374.6666666667,896.0,11.966666857402,54.900000254313,0.7663906589383694,22,False,False,False,False,True,False
2004-03-23,23:00:00,1.3,1041.25,74.0,5.369604169687442,781.75,78.0,1105.25,86.0,1424.5,911.0,11.000000238419,61.449999809265,0.8057247626291152,23,False,False,False,False,True,False
2004-03-24,00:00:00,1.2,1044.75,55.0,4.853261953187035,756.0,70.0,1136.75,85.0,1410.5,901.5,11.075000047684,62.224999427795,0.8198751141487293,0,False,False,False,False,False,True
2004-03-24,01:00:00,1.1,997.25,74.0,4.620274381419234,744.0,76.0,1150.5,79.0,1405.0,831.75,10.775000095367,62.549999237061,0.8082234801814543,1,False,False,False,False,False,True
2004-03-24,02:00:00,0.9,948.25,35.0,2.718089095832183,634.0,43.0,1319.75,61.0,1326.0,715.0,11.299999952316,60.024998664856,0.8025317149791713,2,False,False,False,False,False,True
2004-03-24,05:00:00,0.6,892.25,20.0,1.2383083168676672,521.75,34.0,1572.0,54.0,1254.75,647.75,10.875,58.64999961853,0.7627818896319655,5,False,False,False,False,False,True
2004-03-24,06:00:00,0.8,953.75,32.0,1.6997929461444818,561.0,43.0,1495.75,57.0,1255.25,612.25,10.75,57.224999427795,0.7382145238490284,6,False,False,False,False,False,True
2004-03-24,07:00:00,1.2,1045.25,84.0,4.750728721412927,750.75,79.0,1185.75,75.0,1403.0,799.75,10.375,59.22500038147,0.7455494117085614,7,False,False,False,False,False,True
2004-03-24,08:00:00,3.1,1382.75,245.0,13.765874424449917,1109.0,174.0,831.5,97.0,1706.0,1172.5,10.975000143051,57.299999237061,0.7500896894409064,8,False,False,False,False,False,True
2004-03-24,09:00:00,4.4,1597.25,553.0,23.679335397377134,1395.25,235.0,652.0,110.0,2080.25,1518.5,11.200000047684,56.949999809265,0.7564914394511036,9,False,False,False,False,False,True
2004-03-24,10:00:00,3.4,1317.5,450.0,14.212601545647468,1123.5,218.0,761.75,113.0,1770.25,1286.5,12.100000143051,54.925000190735,0.7733693595230158,10,False,False,False,False,False,True
2004-03-24,11:00:00,1.7,1137.75,118.0,7.959186808148644,897.5,136.0,950.0,88.0,1505.25,965.5,15.074999570847,44.25,0.7534549507396582,11,False,False,False,False,False,True
2004-03-24,12:00:00,1.5,1097.5,118.0,6.663517615555966,842.0,117.0,1012.25,85.0,1440.0,827.75,15.599999904633,40.599999427795,0.7145901811957243,12,False,False,False,False,False,True
2004-03-24,13:00:00,1.7,1117.5,144.0,8.687448039881527,927.0,119.0,958.75,96.0,1477.0,824.5,16.874999523163,34.599999427795,0.6596749224621096,13,False,False,False,False,False,True
2004-03-24,14:00:00,2.2,1170.25,159.0,10.838801261791318,1008.5,126.0,879.0,106.0,1566.0,872.0,16.649999856949,35.625,0.6697356415533213,14,False,False,False,False,False,True
2004-03-24,16:00:00,2.7,1389.5,230.0,11.369254997979782,1027.5,197.0,828.75,126.0,1729.5,1002.25,9.625,81.099998474121,0.9719787235472275,16,False,False,False,False,False,True
2004-03-24,17:00:00,2.8,1353.25,320.0,13.362988476365068,1095.75,195.0,773.75,130.0,1783.0,1159.0,11.724999904633,69.10000038147,0.9496639741360771,17,False,False,False,False,False,True
2004-03-24,18:00:00,2.7,1260.25,263.0,12.004126369175433,1049.75,156.0,828.25,111.0,1722.0,978.75,10.675000190735,68.5,0.879355586348885,18,False,False,False,False,False,True
2004-03-24,19:00:00,4.5,1501.25,556.0,20.20092355152243,1302.0,247.0,680.75,134.0,2008.25,1311.25,10.674999952316,67.324998855591,0.8642717215244782,19,False,False,False,False,False,True
2004-03-24,20:00:00,3.5,1272.5,458.0,14.399230713541861,1129.5,190.0,795.25,136.0,1743.5,1071.25,10.775000095367,65.674999237061,0.848602351586309,20,False,False,False,False,False,True
2004-03-24,21:00:00,2.6,1178.5,214.0,9.390665192516412,954.5,169.0,927.75,125.0,1571.25,898.5,10.349999904633,66.324998855591,0.8335645684953101,21,False,False,False,False,False,True
2004-03-24,22:00:00,1.7,1046.75,97.0,5.940075060201868,809.0,118.0,1064.25,108.0,1435.0,766.0,10.050000190735,66.924999237061,0.8247612751599469,22,False,False,False,False,False,True
2004-03-24,23:00:00,1.3,972.5,79.0,4.529402998167067,739.25,81.0,1186.25,87.0,1353.75,589.0,10.425000190735,61.10000038147,0.7716687735626684,23,False,False,False,False,False,True
2004-03-25,00:00:00,1.3,997.0,81.0,4.486627508988761,737.0,80.0,1167.75,89.0,1340.5,630.75,10.325000047684,59.89999961853,0.7515871246815314,0,False,False,False,True,False,False
2004-03-25,01:00:00,1.0,969.5,52.0,2.514599021549308,620.5,42.0,1399.5,58.0,1249.25,478.5,11.049999952316,58.425001144409,0.7685562521123138,1,False,False,False,True,False,False
2004-03-25,02:00:00,0.7,902.0,38.0,1.7821586396135651,567.5,38.0,1450.25,54.0,1253.0,478.5,9.0999999046326,68.14999961853,0.7890407878709773,2,False,False,False,True,False,False
2004-03-25,04:00:00,0.5,858.25,29.0,0.9066972606578043,489.5,18.0,1706.75,28.0,1211.75,377.5,9.3249998092651,72.299999237061,0.8495878268395908,4,False,False,False,True,False,False
2004-03-25,05:00:00,0.5,878.0,21.0,0.6160853557960174,456.75,12.0,1934.5,20.0,1157.75,343.5,9.8999998569489,66.800001144409,0.8151706050190269,5,False,False,False,True,False,False
2004-03-25,06:00:00,0.6,892.5,46.0,1.442220421528291,539.75,43.0,1603.75,51.0,1267.5,412.5,7.5500000715256,83.224998474121,0.8694953342019478,6,False,False,False,True,False,False
2004-03-25,07:00:00,1.1,1038.0,55.0,3.755311504247508,697.0,84.0,1260.25,82.0,1382.75,604.75,8.0750002861023,78.97500038147,0.8544201662683033,7,False,False,False,True,False,False
2004-03-25,08:00:00,2.7,1319.5,271.0,11.57450718922684,1034.75,184.0,902.25,112.0,1720.75,990.75,8.7249999046326,74.624998092651,0.8428838983819366,8,False,False,False,True,False,False
2004-03-25,09:00:00,3.5,1352.75,434.0,17.831404955551463,1234.5,202.0,740.25,119.0,1936.75,1175.25,8.5999999046326,75.125,0.8415465744384171,9,False,False,False,True,False,False
2004-03-25,10:00:00,2.3,1133.25,300.0,8.845219157196645,933.25,133.0,969.0,99.0,1552.25,922.75,9.7000000476837,69.650001525879,0.8388719696253087,10,False,False,False,True,False,False
2004-03-25,11:00:00,1.6,1065.5,116.0,6.827184440761592,849.25,130.0,1039.0,98.0,1468.0,828.5,11.0,64.425000190735,0.8447325849019058,11,False,False,False,True,False,False
2004-03-25,12:00:00,1.3,1026.5,95.0,5.934730067801716,808.75,106.0,1081.0,88.0,1441.5,732.75,13.599999904633,52.950000762939,0.8209322728556079,12,False,False,False,True,False,False
2004-03-25,13:00:00,2.0,1105.5,211.0,8.889611855025933,935.0,132.0,957.5,96.0,1569.5,819.25,14.175000190735,48.375,0.7779993118526018,13,False,False,False,True,False,False
2004-03-25,14:00:00,1.9,1037.75,168.0,8.178484755708308,906.5,106.0,976.0,81.0,1492.25,723.25,14.174999952316,46.25,0.743823620206029,14,False,False,False,True,False,False
2004-03-25,15:00:00,1.9,1084.0,154.0,8.618412576532277,924.25,125.0,986.25,92.0,1501.0,786.0,16.024999856949,41.27499961853,0.7461504837383152,15,False,False,False,True,False,False
2004-03-25,16:00:00,2.2,1104.5,267.0,10.123793161712667,982.25,138.0,939.25,105.0,1545.25,850.0,17.674999713898,35.400000572205,0.7093956696895586,16,False,False,False,True,False,False
2004-03-25,17:00:00,2.0,1101.75,143.0,9.44271643902197,956.5,120.0,968.0,88.0,1526.5,819.5,17.074999809265,37.425000190735,0.7224948100948272,17,False,False,False,True,False,False
2004-03-25,18:00:00,2.9,1239.75,374.0,14.641827890596746,1137.25,158.0,835.75,103.0,1748.25,990.5,14.924999952316,40.525000572205,0.6835131119469691,18,False,False,False,True,False,False
2004-03-25,19:00:00,5.2,1443.25,797.0,24.563483800808026,1418.0,253.0,666.25,141.0,2059.75,1454.25,13.350000143051,47.800000190735,0.7293381777681275,19,False,False,False,True,False,False
2004-03-25,20:00:00,4.6,1389.0,698.0,21.62703708737063,1341.0,231.0,691.5,133.0,1981.5,1487.5,12.599999904633,52.549999237061,0.7641522686708787,20,False,False,False,True,False,False
2004-03-25,21:00:00,2.5,1182.75,234.0,10.312426565086698,989.25,150.0,904.0,119.0,1538.75,1205.0,12.225000143051,53.22500038147,0.7555004761179079,21,False,False,False,True,False,False
2004-03-25,22:00:00,1.5,1014.25,104.0,5.701585274620053,797.75,99.0,1083.0,106.0,1376.25,909.0,10.550000190735,56.075000762939,0.714007352739794,22,False,False,False,True,False,False
2004-03-25,23:00:00,1.2,978.5,67.0,4.467671749279885,736.0,75.0,1153.75,92.0,1323.5,768.5,9.9250001907349,59.52499961853,0.7275838856465283,23,False,False,False,True,False,False
2004-03-26,00:00:00,1.7,1047.5,88.0,5.477599159348292,787.0,93.0,1098.25,97.0,1372.75,834.5,9.625,61.10000038147,0.7322799198136483,0,False,False,False,False,False,False
2004-03-26,01:00:00,1.4,1023.75,79.0,4.799437657555934,753.25,79.0,1131.0,91.0,1357.0,793.0,9.7000000476837,61.64999961853,0.7425191022886072,1,False,False,False,False,False,False
2004-03-26,02:00:00,1.2,973.5,61.0,3.633065021681544,690.0,67.0,1207.5,83.0,1313.25,733.25,9.4000000953674,62.64999961853,0.7398339473297111,2,False,False,False,False,False,False
2004-03-26,04:00:00,0.7,924.5,40.0,2.246785504993861,602.0,45.0,1398.0,59.0,1263.0,562.25,7.9750001430511,69.39999961853,0.7458585473426417,4,False,False,False,False,False,False
2004-03-26,05:00:00,0.8,951.5,52.0,3.0278593859425342,653.75,72.0,1209.75,73.0,1312.25,832.25,7.7250000238419,72.424999237061,0.7655338358715296,5,False,False,False,False,False,False
2004-03-26,06:00:00,0.9,1004.75,64.0,4.045717310202204,713.25,103.0,1130.0,78.0,1363.0,923.5,7.9750002622604,71.75,0.7711145747825517,6,False,False,False,False,False,False
2004-03-26,07:00:00,1.6,1122.0,88.0,6.652292699030296,841.5,132.0,1014.75,90.0,1438.0,974.25,8.5000001192093,66.27499961853,0.7375123781122757,7,False,False,False,False,False,False
2004-03-26,08:00:00,3.4,1350.75,375.0,16.702495983514385,1201.0,239.0,783.25,110.0,1828.0,1306.75,9.7750000953674,59.60000038147,0.7213704052298594,8,False,False,False,False,False,False
2004-03-26,09:00:00,3.8,1407.75,592.0,19.344005847031532,1278.0,275.0,681.75,114.0,1927.5,1480.75,11.150000095367,56.97500038147,0.7543693006457773,9,False,False,False,False,False,False
2004-03-26,10:00:00,3.1,1303.75,357.0,14.775598053926105,1141.5,232.0,771.75,119.0,1747.25,1404.75,14.849999904633,44.125,0.7407076402903807,10,False,False,False,False,False,False
2004-03-26,11:00:00,2.7,1206.75,296.0,13.431043277829003,1098.0,180.0,826.0,121.0,1663.5,1194.75,16.849999904633,35.349999427795,0.6729230427307409,11,False,False,False,False,False,False
2004-03-26,12:00:00,2.0,1099.25,181.0,10.977346204363998,1013.5,112.0,947.75,97.0,1503.25,867.75,19.224999904633,27.099999904633,0.5976243895607846,12,False,False,False,False,False,False
2004-03-26,13:00:00,2.3,1105.6666666667,211.0,12.535803547771689,1068.0,116.0,914.66666666667,99.0,1535.3333333333,874.0,19.099999745687,26.233332951864,0.5740849012491405,13,False,False,False,False,False,False
2004-03-26,14:00:00,1.9,1009.25,199.0,8.4189190812524,916.25,103.0,1015.0,85.0,1390.5,738.0,16.349999904633,30.799999713898,0.5682559747419185,14,False,False,False,False,False,False
2004-03-26,15:00:00,1.3,961.75,81.0,5.25237752206223,776.0,89.0,1151.5,75.0,1279.0,549.75,14.174999952316,36.825000286102,0.592244433013977,15,False,False,False,False,False,False
2004-03-26,16:00:00,1.9,1093.25,143.0,8.826222726457212,932.5,112.0,975.5,87.0,1454.25,776.75,13.449999809265,40.974999427795,0.6292128397022791,16,False,False,False,False,False,False
2004-03-26,17:00:00,2.3,1179.75,247.0,11.228614928035205,1022.5,127.0,886.25,102.0,1588.25,966.25,14.224999904633,43.274998664856,0.6981943882559115,17,False,False,False,False,False,False
2004-03-26,18:00:00,2.4,1168.0,239.0,11.638524261032968,1037.0,125.0,868.25,105.0,1579.5,989.75,12.075000047684,45.550000190735,0.6403309171830182,18,False,False,False,False,False,False
2004-03-26,19:00:00,2.7,1167.5,267.0,12.389162076428056,1063.0,120.0,875.5,98.0,1540.25,943.5,10.375,48.02499961853,0.6045590541541206,19,False,False,False,False,False,False
2004-03-26,20:00:00,2.6,1139.5,261.0,10.591313617363797,999.5,120.0,916.0,93.0,1490.0,962.0,10.0,51.125,0.627987635123302,20,False,False,False,False,False,False
2004-03-26,21:00:00,1.5,1000.75,97.0,5.982908820688995,811.0,99.0,1097.25,91.0,1308.25,777.75,9.8250000476837,50.824999809265,0.617182802411024,21,False,False,False,False,False,False
2004-03-26,22:00:00,1.2,953.0,66.0,4.601079630929639,743.0,79.0,1185.25,85.0,1252.0,689.5,9.6749999523163,50.425000190735,0.6063281126407005,22,False,False,False,False,False,False
2004-03-26,23:00:00,1.1,971.5,60.0,4.068437354625373,714.5,66.0,1236.5,74.0,1257.5,643.5,9.8500001430511,50.175000190735,0.6102893815255749,23,False,False,False,False,False,False
2004-03-27,00:00:00,1.5,1021.0,77.0,5.247305750259137,775.75,94.0,1143.75,87.0,1306.5,753.0,9.400000333786,53.35000038147,0.6300102511032551,0,False,True,False,False,False,False
2004-03-27,01:00:00,1.0,940.0,57.0,3.1860104697339593,663.5,70.0,1289.5,79.0,1232.0,646.0,8.625,57.824999809265,0.6488249169079522,1,False,True,False,False,False,False
2004-03-27,02:00:00,1.2,1045.5,65.0,4.462938156393024,735.75,75.0,1142.25,78.0,1312.0,838.25,8.125,62.14999961853,0.6746284144009465,2,False,True,False,False,False,False
2004-03-27,05:00:00,0.8,915.25,27.0,1.9220071328834474,578.25,32.0,1417.0,48.0,1212.0,665.0,8.2499998807907,58.875000953674,0.6444011605636348,5,False,True,False,False,False,False
2004-03-27,06:00:00,0.9,934.75,25.0,2.4372931460201444,615.25,54.0,1373.0,59.0,1249.75,717.0,6.3250000476837,66.599999427795,0.6410221565623528,6,False,True,False,False,False,False
2004-03-27,07:00:00,1.1,976.25,42.0,3.268441768671755,668.5,68.0,1270.25,65.0,1266.25,794.5,7.1500000953674,62.875,0.6395822960862745,7,False,True,False,False,False,False
2004-03-27,08:00:00,1.5,1123.75,78.0,6.663517615555966,842.0,98.0,1049.75,71.0,1418.0,935.5,7.1500000953674,63.89999961853,0.6500088823209779,8,False,True,False,False,False,False
2004-03-27,09:00:00,1.8,1162.5,128.0,8.474825256908856,918.5,128.0,921.5,84.0,1530.25,1075.5,11.074999809265,50.499999046326,0.6653867773666517,9,False,True,False,False,False,False
2004-03-27,10:00:00,2.1,1166.5,184.0,9.698220270852254,966.25,129.0,941.5,93.0,1519.75,1016.0,15.475000143051,36.14999961853,0.6312750080205722,10,False,True,False,False,False,False
2004-03-27,11:00:00,2.1,1120.75,156.0,9.410170035043505,955.25,130.0,991.75,99.0,1450.75,833.75,17.849999904633,29.224999904633,0.5920464600312022,11,False,True,False,False,False,False
2004-03-27,12:00:00,1.9,1071.25,176.0,9.010583552600266,939.75,111.0,993.75,93.0,1449.25,756.25,17.624999761581,30.099999904633,0.6013167306092636,12,False,True,False,False,False,False
2004-03-27,13:00:00,2.1,1064.75,232.0,10.030033705078656,978.75,106.0,949.5,96.0,1467.25,766.0,19.074999809265,26.825000286102,0.586131112165905,13,False,True,False,False,False,False
2004-03-27,14:00:00,2.5,1157.25,305.0,12.638889972455347,1071.5,137.0,888.25,114.0,1595.5,904.75,17.699999809265,28.574999809265,0.5735160349840353,14,False,True,False,False,False,False
2004-03-27,15:00:00,1.9,1046.25,150.0,7.599353631659464,882.5,113.0,1051.25,101.0,1357.0,765.0,17.775000095367,28.449999809265,0.5736712627057369,15,False,True,False,False,False,False
2004-03-27,16:00:00,2.2,1147.0,188.0,11.781322973571852,1042.0,122.0,933.5,108.0,1538.25,830.25,18.724999904633,25.974999904633,0.5554589378581296,16,False,True,False,False,False,False
2004-03-27,17:00:00,2.3,1118.75,221.0,11.221602522216635,1022.25,137.0,916.25,117.0,1507.75,853.25,17.075000286102,31.275000095367,0.6037682247484637,17,False,True,False,False,False,False
2004-03-27,18:00:00,2.7,1209.5,219.0,12.352616700065974,1061.75,165.0,885.5,125.0,1586.25,980.5,15.824999809265,36.074998855591,0.6440019510963166,18,False,True,False,False,False,False
2004-03-27,19:00:00,3.0,1305.75,306.0,12.868432241320129,1079.25,196.0,826.75,133.0,1621.0,1285.75,14.674999952316,40.099999427795,0.6657200374161357,19,False,True,False,False,False,False
2004-03-27,20:00:00,2.8,1257.5,270.0,12.206895761540563,1056.75,174.0,840.5,119.0,1632.75,1243.5,13.649999856949,44.949999809265,0.699129554929824,20,False,True,False,False,False,False
